"param","importance","dataset","imputation","time_taken"
"('min_samples_leaf', 'min_samples_split')",0.00892067285541664,"phphQEck0.csv","False",103.593576027022
"('criterion', 'min_samples_leaf')",0.00641280895878671,"phphQEck0.csv","False",103.593576027022
"('max_features', 'min_samples_split')",0.00568228164004775,"phphQEck0.csv","False",103.593576027022
"('criterion', 'max_features')",0.00565580958977811,"phphQEck0.csv","False",103.593576027022
"('criterion', 'min_samples_split')",0.00204548426931876,"phphQEck0.csv","False",103.593576027022
"('criterion', 'max_features', 'min_samples_leaf')",0.0130038276301428,"phphQEck0.csv","False",103.593576027022
"criterion",0.0114152006132558,"phpkIxskf.csv","False",114.562899146986
"max_features",0.0165320965804363,"phpkIxskf.csv","False",114.562899146986
"min_samples_leaf",0.758933629319472,"phpkIxskf.csv","False",114.562899146986
"min_samples_split",0.0256293039216987,"phpkIxskf.csv","False",114.562899146986
"('min_samples_leaf', 'min_samples_split')",0.0560527448596623,"phpkIxskf.csv","False",114.562899146986
"('max_features', 'min_samples_leaf')",0.0378896796473086,"phpkIxskf.csv","False",114.562899146986
"('max_features', 'min_samples_split')",0.014554425294639,"phpkIxskf.csv","False",114.562899146986
"('criterion', 'min_samples_leaf')",0.00696305853908319,"phpkIxskf.csv","False",114.562899146986
"('criterion', 'max_features')",0.00466056973429816,"phpkIxskf.csv","False",114.562899146986
"('criterion', 'min_samples_split')",0.00268583103903224,"phpkIxskf.csv","False",114.562899146986
"('criterion', 'max_features', 'min_samples_leaf')",0.0104767329485632,"phpkIxskf.csv","False",114.562899146986
"criterion",0.0019078032742754,"dataset_186_satimage.csv","False",118.402733737021
"max_features",0.434164556928851,"dataset_186_satimage.csv","False",118.402733737021
"min_samples_leaf",0.145028426546995,"dataset_186_satimage.csv","False",118.402733737021
"min_samples_split",0.0145148087519758,"dataset_186_satimage.csv","False",118.402733737021
"('max_features', 'min_samples_leaf')",0.0979385428049299,"dataset_186_satimage.csv","False",118.402733737021
"('max_features', 'min_samples_split')",0.0501783823640967,"dataset_186_satimage.csv","False",118.402733737021
"('min_samples_leaf', 'min_samples_split')",0.0382856953529418,"dataset_186_satimage.csv","False",118.402733737021
"('criterion', 'max_features')",0.0212964038072875,"dataset_186_satimage.csv","False",118.402733737021
"('criterion', 'min_samples_leaf')",0.00963173854159466,"dataset_186_satimage.csv","False",118.402733737021
"('criterion', 'min_samples_split')",0.00608090145527271,"dataset_186_satimage.csv","False",118.402733737021
"('criterion', 'max_features', 'min_samples_leaf')",0.035106172230829,"dataset_186_satimage.csv","False",118.402733737021
"criterion",0.0833802915265948,"phpGReJjU.csv","False",131.520026435959
"max_features",0.669191977717365,"phpGReJjU.csv","False",131.520026435959
"min_samples_leaf",0.110440123350448,"phpGReJjU.csv","False",131.520026435959
"min_samples_split",0.00216176987293179,"phpGReJjU.csv","False",131.520026435959
"('max_features', 'min_samples_leaf')",0.0438123245533327,"phpGReJjU.csv","False",131.520026435959
"('criterion', 'max_features')",0.0298739534620656,"phpGReJjU.csv","False",131.520026435959
"('min_samples_leaf', 'min_samples_split')",0.00704234790027817,"phpGReJjU.csv","False",131.520026435959
"('max_features', 'min_samples_split')",0.00591604640726518,"phpGReJjU.csv","False",131.520026435959
"('criterion', 'min_samples_leaf')",0.00583452897937686,"phpGReJjU.csv","False",131.520026435959
"('criterion', 'min_samples_split')",0.00199470663354013,"phpGReJjU.csv","False",131.520026435959
"('criterion', 'max_features', 'min_samples_leaf')",0.0130518709800203,"phpGReJjU.csv","False",131.520026435959
"criterion",0.00910771947727199,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"max_features",0.731728910223801,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"min_samples_leaf",0.0746242907627853,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"min_samples_split",0.0038634429565852,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('max_features', 'min_samples_leaf')",0.0510195293342219,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('max_features', 'min_samples_split')",0.0202014635573811,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('min_samples_leaf', 'min_samples_split')",0.0159272996137541,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('criterion', 'max_features')",0.0120399889766538,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('criterion', 'min_samples_leaf')",0.00437837854100715,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('criterion', 'min_samples_split')",0.00274168379160566,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"('criterion', 'max_features', 'min_samples_leaf')",0.0160067164670074,"dataset_14_mfeat-fourier.csv","False",115.129955729004
"criterion",0.00193094227532226,"shuttle.csv","False",110.988898570009
"max_features",0.709598291248536,"shuttle.csv","False",110.988898570009
"min_samples_leaf",0.120985356902201,"shuttle.csv","False",110.988898570009
"min_samples_split",0.00280751845672088,"shuttle.csv","False",110.988898570009
"('max_features', 'min_samples_leaf')",0.102683935564985,"shuttle.csv","False",110.988898570009
"('max_features', 'min_samples_split')",0.0152927284194207,"shuttle.csv","False",110.988898570009
"('min_samples_leaf', 'min_samples_split')",0.00762614759516665,"shuttle.csv","False",110.988898570009
"('criterion', 'max_features')",0.002841030793525,"shuttle.csv","False",110.988898570009
"('criterion', 'min_samples_leaf')",0.00157577791312523,"shuttle.csv","False",110.988898570009
"('criterion', 'min_samples_split')",0.000536158437504294,"shuttle.csv","False",110.988898570009
"('criterion', 'max_features', 'min_samples_leaf')",0.00701599261437976,"shuttle.csv","False",110.988898570009
"criterion",0.110401825072743,"phpxijhaP.csv","False",130.805781925039
"max_features",0.0157622925292975,"phpxijhaP.csv","False",130.805781925039
"min_samples_leaf",0.580246809468312,"phpxijhaP.csv","False",130.805781925039
"min_samples_split",0.0131672209223593,"phpxijhaP.csv","False",130.805781925039
"('min_samples_leaf', 'min_samples_split')",0.0410269410380269,"phpxijhaP.csv","False",130.805781925039
"('max_features', 'min_samples_leaf')",0.0408703093754514,"phpxijhaP.csv","False",130.805781925039
"('criterion', 'min_samples_leaf')",0.0208549558062912,"phpxijhaP.csv","False",130.805781925039
"('max_features', 'min_samples_split')",0.0138169053760408,"phpxijhaP.csv","False",130.805781925039
"('criterion', 'max_features')",0.0132323845024219,"phpxijhaP.csv","False",130.805781925039
"('criterion', 'min_samples_split')",0.00740445146608424,"phpxijhaP.csv","False",130.805781925039
"('criterion', 'max_features', 'min_samples_leaf')",0.0371914367478558,"phpxijhaP.csv","False",130.805781925039
"criterion",0.00257636112576361,"leukemia.csv","False",119.343344773981
"max_features",0.285847438827955,"leukemia.csv","False",119.343344773981
"min_samples_leaf",0.0399059757560766,"leukemia.csv","False",119.343344773981
"min_samples_split",0.0224490701202427,"leukemia.csv","False",119.343344773981
"('max_features', 'min_samples_leaf')",0.156633734367123,"leukemia.csv","False",119.343344773981
"('max_features', 'min_samples_split')",0.123720720172109,"leukemia.csv","False",119.343344773981
"('min_samples_leaf', 'min_samples_split')",0.0461781083859964,"leukemia.csv","False",119.343344773981
"('criterion', 'max_features')",0.0199229835627512,"leukemia.csv","False",119.343344773981
"('criterion', 'min_samples_leaf')",0.0103384411660327,"leukemia.csv","False",119.343344773981
"('criterion', 'min_samples_split')",0.00758041333426686,"leukemia.csv","False",119.343344773981
"('criterion', 'max_features', 'min_samples_leaf')",0.0368808008724503,"leukemia.csv","False",119.343344773981
"criterion",0.00756742673440849,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"max_features",0.681939498448689,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"min_samples_leaf",0.0628204314383761,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"min_samples_split",0.00693693765779458,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"('max_features', 'min_samples_leaf')",0.0687657826044087,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"('max_features', 'min_samples_split')",0.0281253051267389,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"('min_samples_leaf', 'min_samples_split')",0.017182463033956,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"('criterion', 'max_features')",0.0135823992787419,"dataset_22_mfeat-zernike.csv","False",128.889071027981
"('criterion', 'min_samples_leaf')",0.00586131189954816,"dataset_22_mfeat-zernike.csv","False",128.889071027981
