bootstrap,criterion,max_features,min_samples_leaf,min_samples_split,"('max_features', 'min_samples_leaf')","('min_samples_leaf', 'min_samples_split')",dataset
0.011828782517736076,0.0001705824741756556,0.5925879683908375,0.17987208097556895,0.0010306469368154382,0.10946255602615376,0.003019636049943729,colleges_aaup.csv
0.008662304655750597,0.0030882492238623227,0.66788405816009,0.12944183961153102,0.000827119991025975,0.06469610166901454,0.0039456996198465434,dataset_194_eucalyptus.csv
0.10556965586578043,0.00018173516336576417,0.010167511186595613,0.5056524453315673,0.002387512719872812,0.020053860201087938,0.012924255471059708,phpu00N5N.csv
0.047115991298458886,5.229333286519284e-05,0.30049770339208626,0.5525419759660881,0.00047288279217206985,0.04532307126343591,0.002351744828110193,phpFsFYVN.csv
0.0149921047183163,0.0005219844127152533,0.17567319656869085,0.2574909410215167,0.0031094694172807765,0.16326824991966538,0.010800433935159748,openml_phpJNxH0q.csv
0.11229440756597647,0.0020159323356856006,0.10572381700948348,0.11780535290005015,0.0038374478060963385,0.16291454294518798,0.01244655050372575,dataset_51_heart-h.csv
0.011535109168749402,4.0077232544947074e-05,0.5159088926583739,0.3385087252294118,0.0020588419236177336,0.05667789437110163,0.00879653737765503,jm1.csv
0.07987746849638264,0.0002182251745578834,0.01138257544949381,0.637529055274354,0.0036137935817112687,0.02304206938980721,0.015591655372335329,dataset_105_lung-cancer.csv
0.0003205913422687804,8.325973209977846e-05,0.7053324556338569,0.0162011566212937,0.0010171442257219734,0.2070070884727122,0.001217327963089478,speeddating.csv
0.005425417149981878,0.0007052698018229183,0.04044184489683078,0.2704277034614476,0.02002464170758189,0.15170920604932472,0.1941365355290513,dataset_190_braziltourism.csv
0.017317950839766973,4.657223038447978e-05,0.4968153569639709,0.37991988774807217,0.0007223139421044807,0.051862915262378836,0.0035955857210144665,cars.csv
0.040783865839858005,3.586250392609263e-05,0.0064232087147246255,0.7631346187471779,0.0007452341676984273,0.023941036203404785,0.004554465994128426,dataset_4_labor.csv
0.130412587401246,0.0018048000203164925,0.1759460767645258,0.6029651821147091,0.00036385310093977496,0.021588760142767567,0.001721382611896269,dataset_5_arrhythmia.csv
0.001312368941028572,0.0009572746621683883,0.0361169998280467,0.02450055301399186,0.01583504695326469,0.08090653102541592,0.04712059312081295,schizo.csv
0.0288418336791614,0.00029083825451848785,0.026052824558171584,0.5219968337918275,0.008136301417872105,0.15643834634609438,0.04656240993741498,autoMpg.csv
0.09216017011012284,0.008430948331805167,0.027162226973824286,0.3699148237841949,0.0040983358975705386,0.04147532383059728,0.02066730184002492,dataset_55_hepatitis.csv
0.05326893942906604,0.0001960465710585797,0.056578570626795076,0.6245140516430024,0.002481401780125627,0.06978785558150312,0.010515729677176693,autoHorse.csv
0.05219480469117185,0.00041955017593067517,0.10506936761972444,0.6387856032747605,0.0021520646342514946,0.06038440609647362,0.010617660237006709,autos.csv
0.09449987754683932,0.001804026692096533,0.09057659171322592,0.30560878952217285,0.008602402474977277,0.04205205553945068,0.02476391845017365,analcatdata_homerun.csv
