,AB_max,ET_max,RF_max,GB_max,DT_max,SVM_max
158,0.942585631,0.935839599,0.940455304928989,0.9451107,0.925563909774436,0.9194924812030072
159,0.938095238,0.91043956,0.9220695970695972,0.9449634,0.902380952380952,0.855677655677656
160,0.952678571,0.935714286,0.922664835164835,0.9494505,0.912706043956044,0.9157967032967028
161,0.648615591,0.611935484,0.6599249551971329,0.6609946,0.6739180107526881,0.6455566756272401
162,0.897380952,0.871071429,0.885952380952381,0.8832143,0.8694047619047621,0.8665476190476189
163,0.926286518,0.90231188,0.922220249262932,0.9208356,0.892849939694452,0.8495852318413291
164,0.987130167,0.98586111,0.982373993861321,0.9854085,0.97892652815417,0.923672112024575
165,0.7625,0.825,0.825,0.8375,0.80625,0.74375
166,0.95692931,0.955801489,0.957531033599376,0.9591305519565532,0.9557800057584028,0.9300697
167,0.875725341,0.871790554,0.8743319071424571,0.8686645000000001,0.8731133449883449,0.862196256531943
168,0.8202038209999999,0.8098584759999999,0.810852590604303,0.8124073,0.78264225698301,0.7342776595088241
169,0.845224359,0.8643589740000001,0.855884615384615,0.8510641,0.8542051282051278,0.694121794871795
170,0.8900208959999999,0.878496365,0.884939706586566,0.8842648999999999,0.871646423751687,0.811420051369118
171,0.988747253,0.993794872,0.9902472527472528,0.9903333,0.980327838827839,0.9885
172,0.968052655,0.90258155,0.9702265682031272,0.9655559,0.959396521600742,0.8830469999999999
173,0.9625,0.975,0.975,0.975,0.925,0.95
174,0.836158958,0.8127937270000001,0.8226262626262629,0.8480064,0.8216214779372671,0.818540669856459
175,0.833974359,0.792628205,0.779807692307692,0.8217949000000001,0.7842948717948721,0.809615384615385
176,0.998408478,0.99505606,0.9985881073843,0.9984071,0.9973479404575027,0.9738438
177,0.86776052,0.873768619,0.8813006943927171,0.8808905999999999,0.8510751415449859,0.7939722
178,0.921602484,0.9154192,0.917391304347826,0.9330479,0.900096575430672,0.8278696642792751
179,0.847979961,0.860811248,0.8500969618616679,0.8576862,0.840416936005171,0.800414107950873
180,0.989676471,0.989705882,0.9897058823529408,0.9896471,0.9897058823529408,0.9895539465786308
181,0.620008986,0.612334162,0.615433144915958,0.6214444,0.619725542168,0.5796656
182,0.983333333,0.983333333,0.975,1.0,0.941666666666667,0.8833333000000001
183,0.975373188,0.978508454,0.978460144927536,0.9743599,0.958955314009662,0.9707367149758448
184,0.74816298,0.7156687009999999,0.735348334604627,0.7413425,0.7106153063818971,0.6900585
185,0.8814944459999999,0.842968451,0.851988038696927,0.8900212,0.7910503394746908,0.6290793
186,0.980568908,0.975604263,0.9770183156419108,0.9798268,0.9715225384951272,0.945684
187,0.845535714,0.8198214290000001,0.83,0.8625,0.8242857142857142,0.825
188,0.85678355,0.859329004,0.856662337662338,0.8585411000000001,0.825779220779221,0.8369221
189,0.847922078,0.842922078,0.856212121212121,0.8466364,0.8205454545454541,0.8096364
190,0.907142857,0.932321429,0.9085714285714293,0.9271429,0.8935714285714291,0.88
191,0.62377451,0.638909314,0.6191584967320259,0.6312091999999999,0.606821895424837,0.6246324000000001
192,1.0,1.0,1.0,1.0,1.0,0.7287935000000001
193,0.764491422,0.7711243870000001,0.7816840277777779,0.759146833075335,0.787334021327829,0.763848
