bootstrap,criterion,max_features,min_samples_leaf,min_samples_split,"('max_features', 'min_samples_leaf')","('bootstrap', 'max_features')",dataset
0.01993078708879197,0.00024432082077666627,0.4137295191947594,0.2909622998216476,0.0011910623084199314,0.1216444423342012,0.024546034622604983,dataset_57_hypothyroid.csv
0.016391113147304962,0.0013667380050030333,0.06805028703060298,0.5667566003669705,0.0008424568519691529,0.04668144921019324,0.10081708970574467,dataset_5_arrhythmia.csv
0.10128768540986374,0.0011361613617214533,0.019107347935479302,0.6794957995685196,0.00968939367586007,0.014551407375510788,0.008974229517942172,dataset_9_autos.csv
0.04158556517065457,0.0003646601517021643,0.14171546280190805,0.07717184872960249,0.0031938241083278108,0.08656096080028593,0.07803446226201974,heart-c.csv
0.011667365557481308,0.0001067906833344441,0.3294097222021081,0.3106078259283763,0.0005108762175566162,0.2306903073069564,0.014452658050169053,irish.csv
0.03259845066885698,0.00015230109527740348,0.24213261942207484,0.07724878680007866,0.0020051819523446614,0.15773785660761733,0.16474628375605638,jm1.csv
0.0641291813836525,9.145842423979304e-05,0.026290773976579085,0.4274872793231453,0.0004634741217447652,0.006697046891130778,0.019164630740610398,lymphoma_2classes.csv
0.07959700713160486,0.0013346268894779939,0.6333480095881217,0.026387537838395723,0.0006961645578256193,0.018344158099232673,0.06868333167141533,openml_phpJNxH0q.csv
0.1663378982830738,0.0022351660025629167,0.1997789871773125,0.050009178578598656,0.0018751630387144605,0.03275134860219309,0.08684430041127199,pbc.csv
0.01741633847416625,0.002403024366023421,0.03857090549206185,0.6693309348072106,0.0034692932810637673,0.031263607600804544,0.04690657589396262,phpAz9Len.csv
0.049836389763738616,0.0010226732193806438,0.28912288122446433,0.4846386914526184,0.0002875674641477535,0.09711751827300838,0.008819659813943734,phpFsFYVN.csv
0.15693854743581698,0.004429742322265153,0.011101084153706677,0.3373993793930388,0.005508964074208355,0.018990518998768042,0.004692812257192531,phpH2fvsy.csv
0.0492929008451157,0.000305751133803994,0.04135495547522888,0.7069723885740378,0.0007349389358916063,0.03127145914865548,0.011161571486037188,phpjuWdq9.csv
0.03608752524632019,8.748718190072537e-05,0.05688305092761636,0.691309504047803,0.0013801192625718574,0.034656914459674074,0.01953145337198856,phplVyjYQ.csv
0.060458409136671186,9.617705387302529e-05,0.037472664786492284,0.4199002671145621,0.0015888015140502658,0.03791382044478375,0.011035434510126282,phpu00N5N.csv
0.18197618065726884,0.00033327886470355426,0.2191920754242256,0.013473061583329823,0.0030851691126564853,0.027514330676037396,0.0630794876132399,schizo.csv
0.0003560440088259868,7.627596586249503e-05,0.7651807807826543,0.011331449368547658,0.000425458488327232,0.15919954221606686,0.006653552724649996,speeddating.csv
0.0658466836383064,0.0035251095899393892,0.04600919732174859,0.25164130028151044,0.013098766742860386,0.042858053688121886,0.01632734725060296,analcatdata_homerun.csv
